28-52,装備なし
207-28,Hachiryu Kote
157-42,-for Benedight Coat-
219-60,Gothic Gauntlets
225-45,Synergy Gloves
235-27,Ebon Dastanas
235-28,Furia Dastanas
235-29,Ebur Dastanas
235-30,Ebon Mufflers
235-31,Furia Mufflers
235-32,Ebur Mufflers
235-33,Ebon Moufles
235-34,Furia Moufles
235-35,Ebur Moufles
235-36,Ebon Gauntlets
235-37,Furia Gauntlets
235-38,Ebur Gauntlets
227-67,Ebon Gloves
227-68,Furia Gloves
227-69,Ebur Gloves
227-70,Ebon Bracers
227-71,Furia Bracers
227-72,Ebur Bracers
227-73,Shikkoku Kote
227-74,Shinku Kote
227-75,Ginhaku Kote
227-76,Ebon Wristbands
229-102,Furia Wristbands
229-103,Ebur Wristbands
231-101,Ebon Gants
231-102,Furia Gants
231-103,Ebur Gants
231-104,Ebon Cuffs
231-105,Furia Cuffs
231-106,Ebur Cuffs
231-107,Ebon Gages
231-108,Furia Gages
231-109,Ebur Gages
231-110,Ebon Mitts
231-111,Furia Mitts
231-112,Ebur Mitts
157-42,-for Dinner Jacket-
239-41,Purple Gloves
247-65,Serpentes Cuffs
247-66,Praeda Gauntlets
247-67,Timarli Dastanas
247-68,Augur's Gloves
247-69,Ocelot Gloves
220-69,Perle Moufles
220-70,Teal Cuffs
220-71,Aurore Gloves
240-70,Goetia Gloves (BLM AF3)
240-71,Creed Gauntlets (PLD AF3)
243-119,Ravager's Mufflers (WAR AF3)
243-120,Estoqueur's Gantherots (RDM AF3)
250-118,Tantra Gloves (MNK AF3)
250-119,Raider's Armlets (THF AF3)
250-120,Bale Gauntlets (DRK AF3)
250-121,Ferine Manoplas (BST AF3)
250-122,Aoidos' Manchettes (BRD AF3)
250-123,Unkai Kote (SAM AF3)
250-124,Iga Tekko (NIN AF3)
250-125,Lancer Vambraces (DRG AF3)
250-126,Mavi Bazuband (BLU AF3)
250-127,Navarch's Gants (COR AF3)
251-0,Cirque Guanti (PUP AF3)
251-1,Savant's Bracers (SCH AF3)
254-20,Orison Mitts (WHM AF3)
254-76,Charis Bangles (DNC AF3)
255-15,Sylvan Glovelettes (RNG AF3)
255-16,Caller's Bracers (SMN AF3)
157-42,-for Novennial Coat-
268-17,Kheper Wristbands
268-18,Paean Cuffs
270-67,Brego Gloves
271-36,Ogier's Gauntlets
271-37,Athos's Gloves
271-38,Rubeus Gloves
277-52,Auspex Gages
277-53,Hrafn Gauntlets
277-54,Tenryu Tekko
280-85,???
280-86,???
280-87,???
157-42,-for Marine Gilet-
157-42,-for Decennial Coat-
282-36,Dux Finger Gauntlets
282-37,Chelona Gloves
157-42,-for Moogle Suit-
287-73,Dream Mittens
286-87, Geomancer AF1
292-28, Rune Fencer AF1
290-40, Karieyh Moufles
290-41, Thurandaut Gloves
290-42, Orvail Cuffs
290-43, ???
292-27, Yaoyotl - Quauhpilli
300-110, Mikinaak Gauntlets
300-111, Manibozho Gloves
300-112, Bokwus Gloves
