38-92,素手
137-81,[短剣]名称不明
147-124,[短剣]ハルパー
163-111,[短剣]ジャンビア
172-14,[短剣]パラディウムダガー
173-28,[短剣]御方庖丁
175-7,[短剣]キマイラジャンビア
200-3,[短剣]Darksteel Jambiya
200-4,[短剣]Thug's Jambiya
204-117,[短剣]Vajra
274-97,[短剣]Vajra (99)
204-122,[短剣]Carnwenhan
274-101,[短剣]Carnwenhan (99)
204-123,[短剣]Terpsichore
274-107,[短剣]Terpsichore (99)
210-26,[短剣]Azoth
219-20,[短剣]Ermine's Tail
227-3,[短剣]Machismo
245-56,[短剣]Twashtar
274-109,[短剣]Twashtar (99)
245-120,[短剣]Auric Dagger
262-5,[短剣]Twilight Dagger
264-98,[短剣]Mantodea Harpe
266-13,[短剣]Lux Pugio
266-76,[短剣]Coruscanti
269-45,[短剣]Asteria
280-18,[短剣]Unknown Dagger 2
281-35,[短剣]Unknown Dagger 3

39-98,[片手剣]クリシュマルド
39-99,[片手剣]スモールソード
39-100,[片手剣]ビルボ
39-101,[片手剣]准銃士制式小剣
39-102,[片手剣]ジュワユース
39-103,[片手剣]シュレイガー
39-104,[片手剣]デュエルレイピア
39-105,[片手剣]デーゲン
39-106,[片手剣]ミスリルデーゲン
39-107,[片手剣]エペ
39-108,[片手剣]フルーレ
39-109,[片手剣]シュヴェールト
39-110,[片手剣]近衛騎士制式帯剣
40-38,[片手剣]スパタ
40-39,[片手剣]ゴールドソード
40-40,[片手剣]ロングソード
40-41,[片手剣]ナイトソード
40-42,[片手剣]サーベル
40-43,[片手剣]ルーンブレード(ﾙｰﾝ)
40-44,[片手剣]サパラ
40-45,[片手剣]シミター
40-46,[片手剣]タルワール
40-47,[片手剣]ハンガー
40-48,[片手剣]リディル
40-49,[片手剣]ダークファルシオン
40-50,[片手剣]プラチナカトラス
40-51,[片手剣]ファルシオン
40-52,[片手剣]カトラス
40-53,[片手剣]サイフォス
40-54,[片手剣]ブラスサイフォス
40-55,[片手剣]グラディウス
40-56,[片手剣]ダークソード
40-57,[片手剣]ブロンズソード
40-58,[片手剣]ジャドプラーテ
40-59,[片手剣]アイアンソード
40-60,[片手剣]ミスリルソード
40-61,[片手剣]ダインスレイフ
40-62,[片手剣]サーメットソード
40-63,[片手剣]アネラス
40-64,[片手剣]カッツバルゲル
40-65,[片手剣]ブロードソード
40-66,[片手剣]珊瑚の剣
40-67,[片手剣]フロッティ
40-68,[片手剣]バスタードソード
40-69,[片手剣]ハンティングソード
40-70,[片手剣]エスパドン
40-71,[片手剣]ナズ
40-72,[片手剣]古代の剣
40-73,[片手剣]カイザーソード
40-74,[片手剣]ダイセクター
40-75,[片手剣]名称不明09
40-76,[片手剣]グラットンソード
40-77,[片手剣]ウィングソード
120-96,[片手剣]エクスカリバー(ﾚﾘｯｸ5)
150-51,[片手剣]ショテル
163-32,[片手剣]キリジ
164-112,[片手剣]マクアフティル
169-114,[片手剣]ダークキリジ
170-107,[片手剣]ドラゴンスレイヤー
171-61,[片手剣]サングインソード
175-8,[片手剣]オートクレール
183-77,[片手剣]スチールキリジ
184-86,[片手剣]ホフド
204-113,[片手剣]Unknown Sword
204-114,[片手剣]Tizona
274-106,[片手剣]Tizona (99)
204-115,[片手剣]Murgleis
274-96,[片手剣]Murgleis (99)
204-121,[片手剣]Burtgang
274-98,[片手剣]Burtgang (99)
210-27,[片手剣]Fragarach
211-57,[片手剣]Organics
227-4,[片手剣]Concordia
241-121,[片手剣]Almace
274-110,[片手剣]Almace (99)
245-121,[片手剣]Tyrfing
263-100,[片手剣]Sagasinger
266-99,[片手剣]Ephemeron
279-27,[片手剣]Sanus Ensis
279-29,[片手剣]Ark Saber
279-30,[片手剣]Ark Sword
38-108,[片手棍]名称不明
39-17,[片手棍]オークカジェル
39-18,[片手棍]ボーンカジェル
39-19,[片手棍]ブッディガン
39-20,[片手棍]ダークメイス
39-21,[片手棍]ブロンズメイス
39-22,[片手棍]プラチナメイス
39-23,[片手棍]メイス
39-24,[片手棍]ミスリルメイス
39-25,[片手棍]アッシュクラブ
39-26,[片手棍]チェスナットクラブ
39-27,[片手棍]シェルバスター
39-28,[片手棍]グレートクラブ
39-29,[片手棍]ダークモール
39-30,[片手棍]ブロンズハンマー
39-31,[片手棍]ブラスハンマー
39-32,[片手棍]ウォーハンマー
39-33,[片手棍]モール
40-7,[片手棍]セプター
40-8,[片手棍]ダークロッド
40-9,[片手棍]ブロンズロッド
40-10,[片手棍]ブラスロッド
40-11,[片手棍]ロッド
40-12,[片手棍]ミスリルロッド
40-13,[片手棍]ボーンロッド
40-14,[片手棍]エボニーワンド
40-15,[片手棍]ユーワンド
40-16,[片手棍]メープルワンド
40-17,[片手棍]神代の錫
40-18,[片手棍]ミステルテイン
40-19,[片手棍]ローズワンド
40-20,[片手棍]チェスナットワンド
40-21,[片手棍]ウィローワンド
40-22,[片手棍]カドゥケウス
40-23,[片手棍]名称不明
40-24,[片手棍]名称不明
40-25,[片手棍]チョコボワンド
40-26,[片手棍]名称不明
40-27,[片手棍]名称不明
40-28,[片手棍]名称不明
40-29,[片手棍]スターロッド
40-30,[片手棍]アスクレピオス
40-31,[片手棍]呪術の杖
40-32,[片手棍]スキールニルワンド
40-33,[片手棍]アースワンド
40-34,[片手棍]名称不明10
40-35,[片手棍]名称不明11
40-36,[片手棍]名称不明12
40-37,[片手棍]フェイワンド
40-96,[片手棍]ミョルニル(ﾚﾘｯｸ5)
137-71,[片手棍]ルーンロッド(ﾙｰﾝ)
137-78,[片手棍]名称不明15
149-24,[片手棍]モルゲンステルン
150-52,[片手棍]名称不明
159-94,[片手棍]チャームロッド
160-115,[片手棍]モグロッド
163-112,[片手棍]ジャダグナ
170-29,[片手棍]ノマドモグロッド
175-38,[片手棍]胡鬼板
183-76,[片手棍]ブラスジャダグナ
204-110,[片手棍]Yagrush
274-94,[片手棍]Yagrush (99)
210-33,[片手棍]Antares
211-58,[片手棍]Flanged Mace
218-26,[片手棍]Dream Bell
220-22,[片手棍]Club Hammer
220-123,[片手棍]Lady Bell
242-39,[片手棍]Gambanteinn
274-118,[片手棍]Gambanteinn (99)
245-127,[片手棍]Owleyes
264-97,[片手棍]Tefnut Wand
266-51,[片手棍]Rounsey Wand
267-34,[片手棍]Maestro's Baton
267-35,[片手棍]Melomane Mallet
280-56,[片手棍]Unknown Club 10
281-37,[片手棍]Unknown Club 11
286-30,[片手棍]Shell Scepter
286-31,[片手棍]Gobbie Gavel
38-121,[片手斧]ブロンズアクス
38-122,[片手斧]ブラスアクス
38-123,[片手斧]バトルアクス
38-124,[片手斧]ミスリルアクス
38-125,[片手斧]ボーンアクス
38-126,[片手斧]タバルジン
38-127,[片手斧]ダークタバール
39-0,[片手斧]タバール
39-1,[片手斧]ダークアクス
39-2,[片手斧]ルーンアクス
39-3,[片手斧]ナトジーク
39-4,[片手斧]ダークピック
39-5,[片手斧]ウォーピック
39-6,[片手斧]ミスリルピック
39-7,[片手斧]ボーンピック
39-8,[片手斧]オーキシュアクス
137-82,[片手斧]ガトラー(ﾚﾘｯｸ5)
144-52,[片手斧]トマホーク
171-58,[片手斧]シリウスアクス
204-108,[片手斧]Aymur
274-100,[片手斧]Aymur (99)
210-29,[片手斧]Labrys
245-57,[片手斧]Farsha
274-112,[片手斧]Farsha (99)
245-122,[片手斧]Glyph Axe
264-96,[片手斧]Tonatiuh Axe
279-32,[片手斧]Ark Tabar
279-111,[片手斧]Aytanri
281-38,[片手斧]Unknown Axe
98-109,[片手刀]不動
98-110,[片手刀]脇指
98-111,[片手刀]小太刀
98-112,[片手刀]桜吹雪
98-113,[片手刀]兜割
98-114,[片手刀]雁行
98-115,[片手刀]苦無
137-79,[片手刀]鬼哭
152-9,[片手刀]釵
158-32,[片手刀]緋連雀
171-60,[片手刀]龍門
172-13,[片手刀]隼
183-75,[片手刀]十六夜
204-116,[片手刀]Nagi
274-103,[片手刀]Nagi (99)
210-35,[片手刀]Shusui
211-59,[片手刀]Oninohocho
247-31,[片手刀]Kannagi
274-116,[片手刀]Kannagi (99)
245-125,[片手刀]Hochomasamune
279-34,[片手刀]Ikarigiri
38-109,[両手剣]傭兵騎士団長大剣
38-110,[両手剣]ダーククレイモア
38-111,[両手剣]クレイモア
38-112,[両手剣]ミスリルクレイモア
38-113,[両手剣]グロリアスソード
38-114,[両手剣]アロンダイト
38-115,[両手剣]ツバイハンダー
38-116,[両手剣]トゥハンドソード
38-117,[両手剣]グレートソード
38-118,[両手剣]近衛騎士制式大剣
38-119,[両手剣]フランベルジュ
38-120,[両手剣]フォセ
120-94,[両手剣]ブラッディソード
120-95,[両手剣]ラグナロク(ﾚﾘｯｸ5)
120-97,[両手剣]バルムンク
144-51,[両手剣]ファルクス
149-26,[両手剣]名称不明
149-27,[両手剣]名称不明
163-109,[両手剣]アルゴル
170-109,[両手剣]ゴールドアルゴル
200-1,[両手剣]Bahadur
210-28,[両手剣]Naglering
228-71,[両手剣]Galatyn
238-120,[両手剣]Nightfall
241-122,[両手剣]Caladbolg
274-111,[両手剣]Caladbolg (99)
249-40,[両手剣]Ferus Algol
264-94,[両手剣]Jingang Greatsword
270-51,[両手剣]Hoarfrost Blade
270-58,[両手剣]Borealis
281-36,[両手剣]Unknown GS 2
40-78,[両手棍]エルムスタッフ
40-79,[両手棍]ホリースタッフ
40-80,[両手棍]オークスタッフ
40-81,[両手棍]アッシュスタッフ
40-82,[両手棍]マホガニースタッフ
40-83,[両手棍]共和軍団兵制式戦杖
40-84,[両手棍]連邦賢者制式杖
40-85,[両手棍]スパイクドクラブ
40-86,[両手棍]ロックマッシャー
40-87,[両手棍]エボニーポール
40-88,[両手棍]エルムポール
40-89,[両手棍]ホリーポール
40-90,[両手棍]オークポール
40-91,[両手棍]アッシュポール
40-92,[両手棍]神代の杖
40-93,[両手棍]マホガニーポール
40-94,[両手棍]ルーンスタッフ(ﾙｰﾝ)
40-95,[両手棍]モンスターシグナ
126-72,[両手棍]ダークスタッフ
126-73,[両手棍]ウォータスタッフ
126-74,[両手棍]ウィンドスタッフ
126-75,[両手棍]アイススタッフ
126-76,[両手棍]サンダースタッフ
126-77,[両手棍]ファイアスタッフ
126-78,[両手棍]ライトスタッフ
126-79,[両手棍]アーススタッフ
126-80,[両手棍]トリックスタッフ
137-76,[両手棍]鉄砕棒
137-77,[両手棍]クラウストルム(ﾚﾘｯｸ5)
148-49,[両手棍]王国儀杖
148-50,[両手棍]連邦儀杖
148-51,[両手棍]共和国儀杖
149-25,[両手棍]猿棍
204-111,[両手棍]Laevateinn
274-95,[両手棍]Laevateinn (99)
204-112,[両手棍]Nirvana
274-105,[両手棍]Nirvana (99)
204-124,[両手棍]Tupsimati
274-108,[両手棍]Tupsimati (99)
210-34,[両手棍]Alkalurops
211-53,[両手棍]Mekki Shakki
211-54,[両手棍]Dorje
220-23,[両手棍]Caver's Shovel
227-2,[両手棍]B. Shantotto's Staff
227-6,[両手棍]Majestas
242-40,[両手棍]Hvergelmir
274-119,[両手棍]Hvergelmir (99)
264-95,[両手棍]Fulcrum Pole
279-28,[両手棍]Plenitas Virga
282-111,[両手棍]Iridal Staff
39-9,[両手斧]先任黄金銃士大斧
39-10,[両手斧]ヘビィアクス
39-11,[両手斧]バタフライアクス
39-12,[両手斧]グレートアクス
39-13,[両手斧]ブージ
39-14,[両手斧]ケーテン
39-15,[両手斧]ギガントアクス
39-16,[両手斧]ツェアシュテーラー
137-70,[両手斧]ルーンチョッパー(ﾙｰﾝ)
137-74,[両手斧]ブラビューラ(ﾚﾘｯｸ5)
144-47,[両手斧]ヴォウジェ
149-28,[両手斧]名称不明
149-29,[両手斧]レコスヴォウジェ
163-108,[両手斧]アムード
170-108,[両手斧]ダークアムード
200-0,[両手斧]Wootz Amood
204-109,[両手斧]Conqueror
274-93,[両手斧]Conqueror (99)
210-30,[両手斧]Foolkiller
212-19,[両手斧]Balestorius
219-21,[両手斧]Eventreuse
247-12,[両手斧]Ukonvasara
274-113,[両手斧]Ukonvasra (99)
245-123,[両手斧]Vermeil Bhuj
39-61,[両手刀]抜丸
39-62,[両手刀]太刀
39-63,[両手刀]瓶割
39-64,[両手刀]細太刀
39-65,[両手刀]鬼切り
39-66,[両手刀]名称不明02
39-67,[両手刀]名称不明03
39-68,[両手刀]斬馬刀
39-69,[両手刀]名称不明04
39-70,[両手刀]阿修羅
39-71,[両手刀]無銘刀
39-72,[両手刀]村雨
39-73,[両手刀]骨喰
126-71,[両手刀]飾太刀
137-75,[両手刀]天の村雲(ﾚﾘｯｸ5)
144-50,[両手刀]名称不明
154-66,[両手刀]木刀
172-11,[両手刀]白刀
183-118,[両手刀]竹刀
204-119,[両手刀]Kogarasumaru
274-102,[両手刀]Kogarasumaru (99)
210-36,[両手刀]Pachipachio
211-55,[両手刀]Nanatsusaya
242-38,[両手刀]Masamune
274-117,[両手刀]Masamune (99)
245-126,[両手刀]Scathacha
266-92,[両手刀]Murasamemaru
279-33,[両手刀]Ark Tachi
39-111,[両手鎌]ダークサイズ
39-112,[両手鎌]サイズ
39-113,[両手鎌]ミスリルサイズ
39-114,[両手鎌]ブロンズザグナル
39-115,[両手鎌]ブラスザグナル
39-116,[両手鎌]ザグナル
39-117,[両手鎌]ミスリルザグナル
39-118,[両手鎌]デモンスライサー
120-98,[両手鎌]ボーンサイズ
137-73,[両手鎌]アポカリプス(ﾚﾘｯｸ5)
137-80,[両手鎌]名称不明02
144-49,[両手鎌]マンデブラシックル
149-30,[両手鎌]アイボリシックル
158-33,[両手鎌]オリハルコンサイズ
172-12,[両手鎌]薙鎌
204-120,[両手鎌]Liberator
274-99,[両手鎌]Liberator (99)
210-31,[両手鎌]Enforcer
227-1,[両手鎌]D. Shantotto's Scythe
241-123,[両手鎌]Redemption
274-114,[両手鎌]Redemption (99)
245-124,[両手鎌]Plaga Scythe
261-105,[両手鎌]Twilight Scythe
279-31,[両手鎌]Ark Scythe
280-57,[両手鎌]Unknown Scythe 2
39-119,[両手槍]ハルバード
39-120,[両手槍]オックスタン
39-121,[両手槍]パルチザン
39-122,[両手槍]ブロンズスピア
39-123,[両手槍]ブラススピア
39-124,[両手槍]スピア
39-125,[両手槍]ハープーン
39-126,[両手槍]ダークランス
39-127,[両手槍]ランス
40-0,[両手槍]ミスリルランス
40-1,[両手槍]バルーチャ
40-2,[両手槍]サーメットランス
40-3,[両手槍]鎌槍
40-4,[両手槍]飛龍の槍
40-5,[両手槍]トライデント
40-6,[両手槍]グングニル(ﾚﾘｯｸ5)
137-72,[両手槍]ルーンハルバード(ﾙｰﾝ)
144-48,[両手槍]クーゼ
157-92,[両手槍]ピッチフォーク
158-31,[両手槍]オリハルコンランス
163-110,[両手槍]メザラク
171-59,[両手槍]ダークメザラク
172-10,[両手槍]偃月刀
184-87,[両手槍]バルキリーフォーク
200-2,[両手槍]Thalassocrat
204-118,[両手槍]Ryunohige
274-104,[両手槍]Ryunohige (99)
210-32,[両手槍]Cletine
211-56,[両手槍]Tomoe
219-22,[両手槍]Zaide
219-23,[両手槍]Dabo
227-5,[両手槍]Sarissa
247-30,[両手槍]Rhongomiant
274-115,[両手槍]Rhongomiant (99)
279-35,[両手槍]Delphinius
126-81,[片手剣]聖剣(鞘付き)
313-108,Unknown
313-107,Unknown
313-80,Unknown
313-79,Unknown
