32-111,装備なし
137-10,鍛冶師エプロン
137-11,裁縫師エプロン
137-12,錬金術師エプロン
137-13,骨彫師エプロン
137-14,漁師エプロン
137-15,革細工師エプロン
137-16,調理師エプロン
137-17,彫金師エプロン
143-115,？？？ハーネス
143-116,シェードハーネス
143-117,ガリシュチュニック
143-118,シアーチュニック
143-119,セリーズダブレット
143-120,ノクトダブレット
145-95,バイソンジャケット
145-96,シャイルマンティル
146-41,バローネコラッツァ
146-80,イギラウエスキット
148-14,アイゼンブルスト
150-31,八幡胴丸
150-32,ブレスドブリオー
151-43,シャジュブル
153-14,ユニコンハーネス
153-51,トレダーサイオ
154-56,アルミナオーベール
154-118,ブラストロン
157-82,ナシラマンティル
158-19,ホマムコラッツァ
158-87,黒トレダー胴？
158-122,クロウジュポン
159-86,ドリームローブ
153-98,ハイドラオーベール 
160-62,ハイドラジュポン
163-5,シパーヒジョシャン
163-6,ジャリダペティ
165-123,アミールコラジン
165-124,ペルワンカザガンド
165-125,イギトゴムレフ
170-84,コルセレット
170-85,弓道着
174-68,アレスキュイラス
174-69,スカディクウィリ
175-87,薄金腹巻
175-88,マルドゥクジュバ
175-89,モリガンローブ
182-78,ジョッキー服(橙)
182-79,ジョッキー服(黒)
182-80,ジョッキー服(紫)
182-81,ジョッキー服(水)
182-82,ジョッキー服(青)
182-83,ジョッキー服(赤)
182-84,ジョッキー服(白)
182-85,ジョッキー服(緑)
182-7,デナリジャケット
182-86,アスカルコラジン
182-87,ゴリアードサイオ
184-72,ヴァルハラブレスト
185-91,シャドウプレート
185-124,シャドウコート
157-22,ヒュームトップ
143-13,おみな浴衣
132-2,オパーラインドレス
33-13,ジャッジキュイラス(GM)
189-31,ダンサードレス
189-32,スカラーガウン
196-113,???
196-114,???
199-49,Cobra Unit Harness
200-80,Cobra Unit Coat
201-23,Iron Ram Hauberk
196-114,Fourth Division Brunne
196-113,Bastokan Armor
204-64,Custom Top
207-31,Hachiryu Haramaki
214-74,Eerie Cloak
214-73,Tidal Talisman
219-91,Royal Redingote
221-50,Nuevo Coselete
221-44,Mirke Wardecors
223-44,Onnagusa Yukata
225-47,Carpenter's Smock
225-48,Blacksmith's Smock
225-49,Weaver's Smock
225-50,Alchemist's Smock
225-51,Boneworker's Smock
225-52,Fisherman's Smock
225-53,Tanner's Smock
225-54,Culinarian's Smock
225-55,Goldsmith's Smock
235-75,Ebon Cuirass
235-76,Furia Cuirass
235-77,Ebur Cuirass
235-78,Ebon Mail
235-79,Furia Mail
235-80,Ebur Mail
235-81,Ebon Haubert
235-82,Furia Haubert
235-83,Ebur Haubert
235-84,Ebon Breastplate
235-85,Furia Breastplate
235-86,Ebur Breastplate
227-108,Ebon Harness
227-109,Furia Harness
227-110,Ebur Harness
227-111,Ebon Jerkin
227-112,Furia Jerkin
227-113,Ebur Jerkin
227-114,Shikkoku Togi
227-115,Shinku Togi
227-116,Ginhaku Togi
227-117,Ebon Vest
229-110,Furia Vest
229-111,Ebur Vest
232-21,Ebon Talar
232-22,Furia Talar
232-23,Ebur Talar
232-24,Ebon Coat
232-25,Furia Coat
232-26,Ebur Coat
232-27,Ebon Bliaut
232-28,Furia Bliaut
232-29,Ebur Bliaut
232-30,Ebon Frock
232-31,Furia Frock
232-32,Ebur Frock
238-112,Dinner Jacket
238-113,Nocturnus Mail
247-83,Grim Cuirass
247-84,Timarli Jawshan
247-85,Yhel Jacket
247-86,Juogi
247-87,Augur's Jaseran
247-88,Loki's Kaftan
247-89,Perle Hauberk
247-90,Teal Saio
247-91,Aurore Doublet
241-16,Goetia Coat (BLM AF3)
241-17,Creed Cuirass (PLD AF3)
243-127,Ravager's Lorica (WAR AF3)
244-0,Estoqueur's Sayon (RDM AF3)
251-38,Tantra Cyclas (MNK AF3)
251-39,Raider's Vest (THF AF3)
251-40,Bale Cuirass (DRK AF3)
251-41,Ferine Gausape (BST AF3)
251-42,Aoidos' Hongreline (BRD AF3)
251-43,Unkai Domaru (SAM AF3)
251-44,Iga Ningi (NIN AF3)
251-45,Lancer Plackart (DRG AF3)
251-46,Mavi Mintan (BLU AF3)
251-47,Navarch's Frac (COR AF3)
251-48,Cirque Farsetto (PUP AF3)
251-49,Savant's Gown (SCH AF3)
254-24,Orison Bliaud (WHM AF3)
254-80,Charis Casaque (DNC AF3)
256-29,Sylvan Caban (RNG AF3)
256-30,Caller's Doublet (SMN AF3)
261-71,Twilight Mail
261-72,Twilight Cloak
263-2,Novennial Dress
263-13,Cuauhtli Harness
263-14,Fazheluo Mail
263-58,Hyksos Robe
263-79,Mextli Harness
263-80,Anhur Robe
263-81,Fazheluo Radiant Mail
265-114,Himegami Yukata
266-3,Ocelomeh Harness
266-4,Nefer Kalasiris
266-5,Mekira Toshugai
266-115,Heka's Kalasiris
266-124,Toci's Harness
267-17,Mekira Meikogai
271-50,Ogier's Surcoat
271-51,Athos's Tabard
271-52,Rubeus Jacket
271-53,Fulad-Zereh
271-54,Praeco Doublet
277-66,Kheper Jacket
277-67,Paean Bliaut
277-68,Auspex Doublet
277-69,Hrafn Haubert
277-70,Tenryu Domaru
277-71,Tessera Saio
281-103,
281-104,Marine Top
282-10,Decennial Dress
282-44,Dux Scale Mail
282-45,Chelona Blazer
286-21,Moogle Suit
288-101,Baalmuian Robe
289-88, Chocobo Shirt
286-91, Geomancer AF1
292-37, Rune Fencer AF1
290-55, Karieyh Haubert
290-56, Thurandaut Tabard
290-57, Orvail Robe
290-58, ???
290-59, ???
300-122, Mikinaak Breastplate
300-123, Manibozho Jerkin
300-124, Bokwus Robe
