38-30,装備なし
214-95,Mirage Shalwar (BLU AF2)
214-96,Commodore Culotte (COR AF2)
214-97,Pantin Churidars (PUP AF2)
217-123,Etoile Tights (DNC AF2)
217-82,Argute Pants (SCH AF2)
219-68,Benedight Hose
225-19,Blizter Poleyn
225-20,Desultor Tassets
225-21,Tatsumaki Sitagoromo
236-31,Ebon Cuisses
236-32,Furia Cuisses
236-33,Ebur Cuisses
236-34,Ebon Breeches
236-35,Furia Breeches
236-36,Ebur Breeches
236-37,Ebon Brayettes
236-38,Furia Brayettes
236-39,Ebur Brayettes
236-40,Ebon Hose
236-41,Furia Hose
236-42,Ebur Hose
228-51,Ebon Brias
228-52,Furia Brias
228-53,Ebur Brias
228-54,Ebon Braccae
228-55,Furia Braccae
228-56,Ebur Braccae
228-57,Shikkoku Haidate
228-58,Shinku Haidate
228-59,Ginhaku Haidate
228-60,Ebon Tights
229-124,Furia Tights
229-125,Ebur Tights
232-105,Ebon Slacks
232-106,Furia Slacks
232-107,Ebur Slacks
232-108,Ebon Pants
232-109,Furia Pants
232-110,Ebur Pants
232-111,Ebon Spats
232-112,Furia Spats
232-113,Ebur Spats
232-114,Ebon Slops
232-115,Furia Slops
232-116,Ebur Slops
238-119,Dinner Hose
239-48,Purple Tights
248-8,Teutates Subligar
248-9,Torrent Subligar
248-10,Wicca Subligar
248-11,Augur's Brais
248-12,Ocelot Trousers
248-13,Perle Brayettes
248-14,Teal Slops
248-15,Aurore Brais
241-30,Goetia Chausses (BLM AF3)
241-31,Creed Cuisses (PLD AF3)
244-13,Ravager's Cuisses (WAR AF3)
244-14,Estoqueur's Fuseau (RDM AF3)
251-122,Tantra Hose (MNK AF3)
251-123,Raider's Culottes (THF AF3)
251-124,Bale Flanchard (DRK AF3)
251-125,Ferine Quijotes (BST AF3)
251-126,Aoidos' Rhingrave (BRD AF3)
251-127,Unkai Haidate (SAM AF3)
252-0,Iga Hakama (NIN AF3)
252-1,Lancer's Cuissots (DRG AF3)
252-2,Mavi Tayt (BLU AF3)
252-3,Navarch's Culottes (COR AF3)
252-4,Cirque Pantaloni (PUP AF3)
252-5,Savant's Pants (SCH AF3)
254-31,Orison Pantaloons (WHM AF3)
254-87,Charis Tights (DNC AF3)
256-43,Sylvan Brague (RNG AF3)
256-44,Caller's Spats (SMN AF3)
263-70,Novennial Hose
264-38,Calmecac Trousers
264-39,Calmecac Subligar
264-40,Jingang Hose
264-41,Menhit Slacks
270-82,Triplus Subligar
270-83,Dream Trousers
271-77,Ogier's Breeches
271-78,Athos's Tights
271-79,Rubeus Spats
271-80,Praeco Slacks
272-80,Tussle Breeches
277-103,Kheper Kecks
277-104,Paean Tights
277-105,Auspex Slops
277-106,Hrafn Hose
277-107,Tenryu Hakama
280-106,
280-107,
281-108,Woodsy Boxers
281-125,
282-14,Decennial Hose
282-58,Dux Cuisses
282-59,Chelona Trousers
157-46,-for Moogle Suit-
291-77, Geomancer AF1
292-51, Rune Fencer AF1
290-84, Karieyh Brayettes
290-85, Thurandaut Tights
290-86, ???
292-52, Xux - Nahtirah
301-15, Mikinaak Cuisses
301-16, Manibozho Brais
301-17, Bokwus Slops
