37-127,装備なし
244-12,Estoqueur's Gantherots (RDM AF3)
251-110,Tantra Gloves (MNK AF3)
251-111,Raider's Armlets (THF AF3)
251-112,Bale Gauntlets (DRK AF3)
251-113,Ferine Manoplas (BST AF3)
251-114,Aoidos' Manchettes (BRD AF3)
251-115,Unkai Kote (SAM AF3)
251-116,Iga Tekko (NIN AF3)
251-117,Lancer Vambraces (DRG AF3)
251-118,Mavi Bazuband (BLU AF3)
251-119,Navarch's Gants (COR AF3)
251-120,Cirque Guanti (PUP AF3)
251-121,Savant's Bracers (SCH AF3)
254-30,Orison Mitts (WHM AF3)
254-86,Charis Bangles (DNC AF3)
256-41,Sylvan Glovelettes (RNG AF3)
256-42,Caller's Bracers (SMN AF3)
157-45,-for Novennial Coat-
270-81,Brego Gloves
271-74,Ogier's Gauntlets
271-75,Athos's Gloves
271-76,Rubeus Gloves
277-98,Kheper Wristbands
277-99,Paean Cuffs
277-100,Auspex Gages
277-101,Hrafn Gauntlets
277-102,Tenryu Tekko
280-103,
280-104,
280-105,
157-45,-for Woodsy Gilet-
157-45,-for Decennial Coat-
282-56,Dux Finger Gauntlets
282-57,Chelona Gloves
157-45,-for Moogle Suit-
287-75,Dream Mittens
291-76, Geomancer AF1
292-50, Rune Fencer AF1
290-80, Karieyh Moufles
290-81, Thurandaut Gloves
290-82, Orvail Cuffs
290-83, ???
292-49, Yaoyotl - Quauhpilli
301-12, Mikinaak Gauntlets
301-13, Manibozho Gloves
301-14, Bokwus Gloves
