28-84,装備なし
154-115,ブラッククウィス
157-78,ナシラサラウィル
158-13,ホマムコッシャレ
158-84,黒トレダー脚？
158-119,クロウホーズ
153-89,ハイドラブレエット 
160-59,ハイドラホーズ
161-28,シパーヒゼレハ
161-30,ジャリダシャルバル
161-29,アミールディル
165-31,ペルワンサラウィル
164-107,イギトサラウィル
174-35,アレスフランチャー
174-36,スカディショウス
174-58,薄金膝甲
174-59,マルドゥクシャルワ
174-60,モリガンスロップス
182-3,デナリケックス
182-72,アスカルディル
182-73,ゴリアードトルーズ
185-86,シャドウクイシュ
185-87,シャドウトルーズ
164-106,ジャリダシャルバル(灰)
157-21,ヒュームボクサー
28-114,ジャッジクウィス(GM)
189-25,ダンサータイツ
189-26,スカラーパンツ
196-65,フォースクウィス
199-46,Cobra Unit Trousers
200-75,Cobra Unit Slops
201-18,Iron Ram Breeches
198-109,Fourth Division Breeches
196-65,Bastokan Armor
204-63,Custom Trunks
207-29,Hachiryu Haidate
218-126,Benedight Hose
225-13,Blizter Poleyn
225-14,Desultor Tassets
225-15,Tatsumaki Sitagoromo
235-39,Ebon Cuisses
235-40,Furia Cuisses
235-41,Ebur Cuisses
235-42,Ebon Breeches
235-43,Furia Breeches
235-44,Ebur Breeches
235-45,Ebon Brayettes
235-46,Furia Brayettes
235-47,Ebur Brayettes
235-48,Ebon Hose
235-49,Furia Hose
235-50,Ebur Hose
227-77,Ebon Brias
227-78,Furia Brias
227-79,Ebur Brias
227-80,Ebon Braccae
227-81,Furia Braccae
227-82,Ebur Braccae
227-83,Shikkoku Haidate
227-84,Shinku Haidate
227-85,Ginhaku Haidate
227-86,Ebon Tights
229-104,Furia Tights
229-105,Ebur Tights
231-113,Ebon Slacks
231-114,Furia Slacks
231-115,Ebur Slacks
231-116,Ebon Pants
231-117,Furia Pants
231-118,Ebur Pants
231-119,Ebon Spats
231-120,Furia Spats
231-121,Ebur Spats
231-122,Ebon Slops
231-123,Furia Slops
231-124,Ebur Slops
238-109,Dinner Hose
239-42,Purple Tights
247-70,Teutates Subligar
247-71,Torrent Subligar
247-72,Wicca Subligar
247-73,Augur's Brais
247-74,Ocelot Trousers
220-72,Perle Brayettes
220-73,Teal Slops
220-74,Aurore Brais
240-72,Goetia Chausses (BLM AF3)
240-73,Creed Cuisses (PLD AF3)
243-121,Ravager's Cuisses (WAR AF3)
243-122,Estoqueur's Fuseau (RDM AF3)
251-2,Tantra Hose (MNK AF3)
251-3,Raider's Culottes (THF AF3)
251-4,Bale Flanchard (DRK AF3)
251-5,Ferine Quijotes (BST AF3)
251-6,Aoidos' Rhingrave (BRD AF3)
251-7,Unkai Haidate (SAM AF3)
251-8,Iga Hakama (NIN AF3)
251-9,Lancer's Cuissots (DRG AF3)
251-10,Mavi Tayt (BLU AF3)
251-11,Navarch's Culottes (COR AF3)
251-12,Cirque Pantaloni (PUP AF3)
251-13,Savant's Pants (SCH AF3)
254-21,Orison Pantaloons (WHM AF3)
254-77,Charis Tights (DNC AF3)
255-17,Sylvan Brague (RNG AF3)
255-18,Caller's Spats (SMN AF3)
263-53,Novennial Hose
264-22,Calmecac Trousers
264-23,Calmecac Subligar
264-24,Jingang Hose
264-25,Menhit Slacks
268-19,Kheper Kecks
268-20,Paean Tights
270-68,Triplus Subligar
270-69,Dream Trousers
271-39,Ogier's Breeches
271-40,Athos's Tights
271-41,Rubeus Spats
271-42,Praeco Slacks
272-78,Tussle Breeches
277-55,Auspex Slops
277-56,Hrafn Hose
277-57,Tenryu Hakama
280-88,
280-89,
281-102,Marine Boxers
281-123,
282-8,Decennial Hose
282-38,Dux Cuisses
282-39,Chelona Trousers
157-43,-for Moogle Suit-
286-88, Geomancer AF1
292-29, Rune Fencer AF1
290-44, Karieyh Brayettes
290-45, Thurandaut Tights
290-46, ???
292-30, Xux - Nahtirah
300-113, Mikinaak Cuisses
300-114, Manibozho Brais
300-115, Bokwus Slops
