28-7,装備なし
119-106,羅漢作務衣
119-107,ドラゴンメイル
123-122,羅刹作務衣
123-123,クリムゾンスケイル
123-124,アダマンホーバーク
123-125,オーガジャーキン
123-126,ケーニヒキューラス
125-37,ウォーアクトン
125-83,ホーリーブレスト
125-84,夜叉作務衣
125-85,麒麟大袖
125-86,ヘカトンハーネス
125-87,エラントウプランド
125-88,フィッシャチュニカ
125-89,チョコボジャック
125-90,バガボンドチュニカ
128-107,フィールドチュニカ
128-108,修羅闘着
128-109,ダルマティカ
128-110,カラパスブレスト
128-111,ダスクジャーキン
128-112,ドラゴンハーネス
131-29,ウォリアーロリカ(AF2)
131-30,メレーシクラス(AF2)
131-31,クレリクブリオー(AF2)
131-32,ソーサラーコート(AF2)
131-33,デュエルタバード(AF2)
131-34,アサシンベスト(AF2)
131-35,ヴァラーサーコート(AF2)
131-36,アビスキュイラス(AF2)
131-37,モンスタージャック(AF2)
131-38,バードジュストコル(AF2)
131-39,スカウトジャーキン(AF2)
131-40,早乙女胴丸(AF2)
131-41,甲賀鎖帷子(AF2)
131-42,ウィルムメイル(AF2)
131-43,サマナーダブレット(AF2)
212-35,Mirage Jubbah (BLU AF2)
214-21,Commodore Frac (COR AF2)
212-36,Pantin Tobe (PUP AF2)
217-111,Etoile Casaque (DNC AF2)
217-68,Argute Gown (SCH AF2)
131-44,スコピオブレスト
131-45,オステアローブ
136-87,王国制式礼服
136-88,連邦制式礼服
136-89,共和国制式礼服
136-90,木彫師エプロン
136-91,鍛冶師エプロン
136-92,裁縫師エプロン
136-93,錬金術師エプロン
136-94,骨彫師エプロン
136-95,漁師エプロン
136-96,革細工師エプロン
136-97,調理師エプロン
136-98,彫金師エプロン
143-79,？？？ハーネス
143-80,シェードハーネス
143-81,ガリシュチュニック
143-82,シアーチュニック
143-83,セリーズダブレット
143-84,ノクトダブレット
145-83,バイソンジャケット
145-84,シャイルマンティル
146-36,バローネコラッツァ
146-75,イギラウエスキット
148-9,アイゼンブルスト
150-19,八幡胴丸
150-20,ブレスドブリオー
151-38,シャジュブル
153-9,ユニコンハーネス
153-46,トレダーサイオ
154-50,アルミナオーベール
154-113,ブラストロン
157-76,ナシラマンティル
158-11,ホマムコラッツァ
158-82,黒トレダー胴？
158-117,クロウジュポン
159-85,ドリームローブ
153-87,ハイドラオーベール 
160-57,ハイドラジュポン 
161-22,シパーヒジョシャン
161-24,ジャリダペティ
161-23,アミールコラジン
165-29,ペルワンカザガンド
164-103,イギトゴムレフ
170-82,コルセレット
170-83,弓道着
174-31,アレスキュイラス
174-32,スカディクウィリ
174-52,薄金腹巻
174-53,マルドゥクジュバ
174-54,モリガンローブ
181-60,ジョッキー服(橙)
181-61,ジョッキー服(黒)
181-62,ジョッキー服(紫)
181-63,ジョッキー服(水)
181-64,ジョッキー服(青)
181-65,ジョッキー服(赤)
181-66,ジョッキー服(白)
181-67,ジョッキー服(緑)
182-1,デナリジャケット
182-68,アスカルコラジン
182-69,ゴリアードサイオ
184-71,ヴァルハラブレスト
185-82,シャドウプレート
185-83,シャドウコート
164-102,ジャリダペティ(灰)
157-19,ヒュームジレ
143-8,おのこ浴衣
28-37,ジャッジキュイラス(GM)
189-21,ダンサードレス
189-22,スカラーガウン
196-63,フォースキュイラス
196-110,???
199-44,Cobra Unit Harness
200-73,Cobra Unit Coat
201-16,Iron Ram Hauberk
196-110,Fourth Division Brunne
196-63,Bastokan Armor
204-62,Custom Gilet
207-27,Hachiryu Haramaki
214-15,Eerie Cloak
214-14,Tidal Talisman
218-125,Benedight Coat
212-37,Royal Redingote
220-65,Nuevo Coselete
221-82,Mirke Wardecors
223-43,Otokogusa Yukata
225-36,Carpenter's Smock
225-37,Blacksmith's Smock
225-38,Weaver's Smock
225-39,Alchemist's Smock
225-40,Boneworker's Smock
225-41,Fisherman's Smock
225-42,Tanner's Smock
225-43,Culinarian's Smock
225-44,Goldsmith's Smock
235-15,Ebon Cuirass
235-16,Furia Cuirass
235-17,Ebur Cuirass
235-18,Ebon Mail
235-19,Furia Mail
235-20,Ebur Mail
235-21,Ebon Haubert
235-22,Furia Haubert
235-23,Ebur Haubert
235-24,Ebon Breastplate
235-25,Furia Breastplate
235-26,Ebur Breastplate
227-57,Ebon Harness
227-58,Furia Harness
227-59,Ebur Harness
227-60,Ebon Jerkin
227-61,Furia Jerkin
227-62,Ebur Jerkin
227-63,Shikkoku Togi
227-64,Shinku Togi
227-65,Ginhaku Togi
227-66,Ebon Vest
229-100,Furia Vest
229-101,Ebur Vest
231-89,Ebon Talar
231-90,Furia Talar
231-91,Ebur Talar
231-92,Ebon Coat
231-93,Furia Coat
231-94,Ebur Coat
231-95,Ebon Bliaut
231-96,Furia Bliaut
231-97,Ebur Bliaut
231-98,Ebon Frock
231-99,Furia Frock
231-100,Ebur Frock
238-107,Dinner Jacket
238-108,Nocturnus Mail
239-40,Purple Tabard
247-59,Grim Cuirass
247-60,Timarli Jawshan
247-61,Yhel Jacket
247-62,Juogi
247-63,Augur's Jaseran
247-64,Loki's Kaftan
220-66,Perle Hauberk
220-67,Teal Saio
220-68,Aurore Doublet
240-68,Goetia Coat (BLM AF3)
240-69,Creed Cuirass (PLD AF3)
243-117,Ravager's Lorica (WAR AF3)
243-118,Estoqueur's Sayon (RDM AF3)
250-106,Tantra Cyclas (MNK AF3)
250-107,Raider's Vest (THF AF3)
250-108,Bale Cuirass (DRK AF3)
250-109,Ferine Gausape (BST AF3)
250-110,Aoidos' Hongreline (BRD AF3)
250-111,Unkai Domaru (SAM AF3)
250-112,Iga Ningi (NIN AF3)
250-113,Lancer Plackart (DRG AF3)
250-114,Mavi Mintan (BLU AF3)
250-115,Navarch's Frac (COR AF3)
250-116,Cirque Farsetto (PUP AF3)
250-117,Savant's Gown (SCH AF3)
254-19,Orison Bliaud (WHM AF3)
254-75,Charis Casaque (DNC AF3)
255-13,Sylvan Caban (RNG AF3)
255-14,Caller's Doublet (SMN AF3)
261-67,Twilight Mail
261-68,Twilight Cloak
262-116,Cuauhtli Harness
263-1,Hyksos Robe
263-10,Fazheluo Mail
263-52,Novennial Coat
263-76,Mextli Harness
263-77,Anhur Robe
263-78,Fazheluo Radiant Mail
265-113,Hikogami Yukata
265-124,Ocelomeh Harness
265-125,Nefer Kalasiris
265-126,Mekira Toshugai
266-114,Heka's Kalasiris
266-123,Toci's Harness
267-16,Mekira Meikogai
268-15,Kheper Jacket
268-16,Paean Bliaut
271-31,Ogier's Surcoat
271-32,Athos's Tabard
271-33,Rubeus Jacket
271-34,Fulad-Zereh
271-35,Praeco Doublet
277-48,Auspex Doublet
277-49,Hrafn Haubert
277-50,Tenryu Domaru
277-51,Tessera Saio
281-100,
281-101,Marine Gilet
282-7,Decennial Coat
282-34,Dux Scale Mail
282-35,Chelona Blazer
286-15,Moogle Suit
288-100,Baalmuian Robe
286-86, Geomancer AF1
292-26, Rune Fencer AF1
290-35, Karieyh Haubert
290-36, Thurandaut Tabard
290-37, Orvail Robe
290-38, ???
290-39, ???
300-107, Mikinaak Breastplate
300-108, Manibozho Jerkin
300-109, Bokwus Robe
